id,title,organization,dateposted,locations_derived,employmenttype,url,source
836989616,"Lead, Cyber Security Operations- Cloud/Containers",Prudential Financial,2024-09-10T00:00:00+00:00,['United States'],['FULL_TIME'],https://pru.wd5.myworkdayjobs.com/Careers/job/NJ-Virtual-Office/Lead--Cyber-Security-Operations--Cloud-Containers_R-118607-1,workday
832998529,Cyber Security Subject Matter Expert (SME) - REF1680K,Citizant,2024-09-09T23:56:03.545+00:00,"['Brunswick, Georgia, United States']",['Full-time'],https://jobs.smartrecruiters.com/Citizant/744000012735352-cyber-security-subject-matter-expert-sme-ref1680k,smartrecruiters
841804322,Senior Cyber Security Delivery Consultant (SOC Services) - REMOTE,"Binary Defense Systems, Inc.",2024-09-09T18:34:56+00:00,"['Houston, Texas, United States']",,https://recruiting.paylocity.com/Recruiting/Jobs/Details/2713098,paylocity
834521892,IT Cyber Security Systems Administrator Intern (TSOC),FirstEnergy Careers,2024-09-09T15:10:40+00:00,"['Akron, Ohio, United States']",['Full time'],https://fa-etjd-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/FirstEnergyCareers/job/102366,oraclecloud
843341165,IT Cyber Security Systems Administrator Intern (TSOC),FirstEnergy Careers,2024-09-09T15:10:40+00:00,"['Akron, Ohio, United States']",['Full time'],https://fa-etjd-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/FirstEnergyCareers/job/102366/,oraclecloud
831873220,Cyber Security Engineer (Penetration Tester),CACI International Inc,2024-09-09T00:00:00+00:00,['United States'],['FULL_TIME'],https://caci.wd1.myworkdayjobs.com/External/job/US-MD-Aberdeen-Proving-Ground/Cyber-Security-Engineer_301066-1,workday
832356910,IT Cyber Security Lead Engineer,MGM Resorts International,2024-09-09T00:00:00+00:00,['United States'],['FULL_TIME'],https://mgmresorts.wd5.myworkdayjobs.com/MGMCareers/job/Home-Office---US-NV/IT-Cyber-Security-Lead-Engineer_254954,workday
835419123,"Cyber Security PKI Engineer, Mid",Booz Allen Hamilton,2024-09-09T00:00:00+00:00,['United States'],['FULL_TIME'],https://bah.wd1.myworkdayjobs.com/BAH_Jobs/job/Laurel-MD/Cyber-Security-PKI-Engineer--Mid_R0205307,workday
834163060,Intern - Cyber Security,Simon Property Group,2024-09-09T00:00:00+00:00,['United States'],['PART_TIME'],https://simon.wd1.myworkdayjobs.com/Simon/job/Indianapolis-IN/Intern---Cyber-Security_R11043,workday
835419053,Cyber Security Analyst,Booz Allen Hamilton,2024-09-09T00:00:00+00:00,['United States'],['FULL_TIME'],https://bah.wd1.myworkdayjobs.com/BAH_Jobs/job/Monterey-CA/Cyber-Security-Analyst_R0205346,workday
841161048,Department of Electrical and Computer Engineering – Professor of Practice in Cyber Security,Iowa State University,2024-09-09T00:00:00+00:00,['United States'],['PART_TIME'],https://isu.wd1.myworkdayjobs.com/IowaStateJobs/job/Ames-IA/Department-of-Electrical-and-Computer-Engineering---Professor-of-Practice-in-Cyber-Security_R15492,workday
835697303,Senior Cyber Security Engineer,General Dynamics Information Technology,2024-09-09T00:00:00+00:00,['United States'],['FULL_TIME'],https://gdit.wd5.myworkdayjobs.com/External_Career_Site/job/Any-Location--Remote/Senior-Cyber-Security-Engineer_RQ185267,workday
820151707,"Assurance Intern, Risk Advisory Services - Cyber Security and Compliance (CCA)- Summer 2025 (Boston, Chicago, Houston, McLean, Minneapolis, New York City, San Francisco)",BDO USA Campus Career Site,2024-09-06T15:50:00+00:00,"['New York, United States']",['Full time'],https://ebqb.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/BDOEntryLevelCareers/job/6663,oraclecloud
817314473,Cyber Security Analyst,"Arrow International, Inc.",2024-09-06T02:11:36+00:00,"['Henderson, Nevada, United States']",,https://recruiting.paylocity.com/Recruiting/Jobs/Details/2690477,paylocity
825013671,IT Cyber Security Internship - Summer 2025,Conagra Brands,2024-09-06T00:00:00+00:00,['United States'],['FULL_TIME'],https://conagrabrands.wd1.myworkdayjobs.com/Careers_US/job/Omaha-Nebraska/IT-Cyber-Security-Internship---Summer-2025_Req-029910,workday
826885368,"Group Director, Cyber Security Response & Resilience",CHANEL,2024-09-06T00:00:00+00:00,['United States'],['FULL_TIME'],https://cc.wd3.myworkdayjobs.com/ChanelCareers/job/New-York-NY/Group-Director--Cyber-Security-Response---Resilience_JOBREQ00095412,workday
819649972,Cyber Security Specialist,Rolls-Royce,2024-09-06T00:00:00+00:00,['United States'],['FULL_TIME'],https://rollsroyce.wd3.myworkdayjobs.com/professional/job/Indianapolis/Cyber-Security-Specialist_JR6124672,workday
820238951,Senior Cyber Security Specialist,Guidehouse,2024-09-06T00:00:00+00:00,['United States'],['FULL_TIME'],https://guidehouse.wd1.myworkdayjobs.com/External/job/US---Remote-Any-location/Senior-Cyber-Security-Specialist_22392,workday
822210288,Cyber Security Operations Center Manager SVP,Citi,2024-09-06T00:00:00+00:00,"['Irving, Texas, United States']",['FULL_TIME'],https://citi.eightfold.ai/careers/job/859017736227-cyber-security-operations-center-manager-svp-irving-texas-united-states-of-america,eightfold
825673156,Cyber Security Engineer,CACI International Inc,2024-09-06T00:00:00+00:00,['United States'],['FULL_TIME'],https://caci.wd1.myworkdayjobs.com/External/job/US-VA-Hampton/Cyber-Security-Engineer_301465-2,workday
830114675,"Vice President, Product Owner- Cyber Security Operations Center (CSOC)",Prudential Financial,2024-09-06T00:00:00+00:00,['United States'],['FULL_TIME'],https://pru.wd5.myworkdayjobs.com/Careers/job/Newark-NJ-USA/Vice-President--Product-Owner--Cyber-Security-Operations-Center--CSOC-_R-118575,workday
828983806,Cyber Security Engineer,CACI,2024-09-06T00:00:00+00:00,"['Hampton, Virginia, United States', 'Omaha, Nebraska, United States', 'Rome, New York, United States']",['FULL_TIME'],https://careers.caci.com/global/en/job/301465/Cyber-Security-Engineer,phenompeople
817581998,Analyst II Cyber Security Compliance,Luminant,2024-09-05T00:00:00+00:00,"['Perry Hall, Maryland, United States']",['FULL_TIME'],https://vst.wd5.myworkdayjobs.com/luminant_careers/job/Perry/Analyst-II-Cyber-Security-Compliance_40011204-2,workday
817956030,Analyst II Cyber Security Compliance,TXU Energy (Vistra Corp),2024-09-05T00:00:00+00:00,"['Perry Hall, Maryland, United States']",['FULL_TIME'],https://vst.wd5.myworkdayjobs.com/txu_careers/job/Perry/Analyst-II-Cyber-Security-Compliance_40011204,workday
816485190,Analyst II Cyber Security Compliance,Vistra Corp,2024-09-05T00:00:00+00:00,"['Perry Hall, Maryland, United States']",['FULL_TIME'],https://vst.wd5.myworkdayjobs.com/vistra_careers/job/Perry/Analyst-II-Cyber-Security-Compliance_40011204-1,workday
817703893,"Cyber Security Analyst, Risk Management",Campbell's,2024-09-05T00:00:00+00:00,"['Camden, New Jersey, United States']",['FULL_TIME'],https://campbellsoup.wd5.myworkdayjobs.com/ExternalCareers_GlobalSite/job/USA---NJ---Camden/Cyber-Security-Analyst--Risk-Management_Req-53325,workday
815689744,"Cyber Security Engineer, Principal",Manta Technologies Inc.,2024-09-05T00:00:00+00:00,['United States'],['FULL_TIME'],https://mantech.wd1.myworkdayjobs.com/External/job/USA-VA-Chantilly/Cyber-Security-Engineer--Principal_R54818-1,workday
812260870,Cloud Cyber Security Technical Specialist,Abacus Technology Corporation,2024-09-04T16:44:13.41+00:00,"['Aberdeen Proving Ground, Maryland, United States']",['Full-time'],https://jobs.smartrecruiters.com/AbacusTechnologyCorporation/744000011596224-cloud-cyber-security-technical-specialist,smartrecruiters
811888997,Staff Cyber Security Engineer (Generative AI),NBCUniversal,2024-09-04T14:40:08.043+00:00,"['Englewood Cliffs, New Jersey, United States']",['Full-time'],https://jobs.smartrecruiters.com/NBCUniversal3/744000011561586-staff-cyber-security-engineer-generative-ai-,smartrecruiters
815689684,"Cyber Security Analyst, Senior",Manta Technologies Inc.,2024-09-04T00:00:00+00:00,['United States'],['FULL_TIME'],https://mantech.wd1.myworkdayjobs.com/External/job/USA-CO-Denver/Cyber-Security-Analyst--Senior_R54824,workday
815689735,"Cyber Security Analyst, Staff",Manta Technologies Inc.,2024-09-04T00:00:00+00:00,['United States'],['FULL_TIME'],https://mantech.wd1.myworkdayjobs.com/External/job/USA-VA-Springfield/Cyber-Security-Analyst--Staff_R54827,workday
813145190,Cyber Security Control Assessor,Brookhaven National Laboratory,2024-09-04T00:00:00+00:00,['United States'],['FULL_TIME'],https://bnl.wd1.myworkdayjobs.com/Externa/job/Upton-NY/Cyber-Security-Control-Assessor_JR101402,workday
812210962,"GRAD IT Specialist, Cyber Security 2024/2025",CPChem,2024-09-04T00:00:00+00:00,"['The Woodlands, Texas, United States']",,https://jobs.cpchem.com/job/USA-Woodlands-GRAD-IT-Specialist%2C-Cyber-Security-20242025-TX-77380/1209427300/,successfactors
815689674,"Cyber Security Analyst, Sr. Principal",Manta Technologies Inc.,2024-09-04T00:00:00+00:00,['United States'],['FULL_TIME'],https://mantech.wd1.myworkdayjobs.com/External/job/USA-VA-Springfield/Cyber-Security-Analyst--Sr-Principal_R54727,workday
812379699,Sr Staff Cyber-Security Network Engineer,GE,2024-09-04T00:00:00+00:00,"['Evendale, Ohio, United States']",['OTHER'],https://jobs.gecareers.com/aviation/global/en/job/R3779026/Sr-Staff-Cyber-Security-Network-Engineer,phenompeople
812261804,Cyber Security ISSM SME,CACI,2024-09-04T00:00:00+00:00,"['Pittsburgh, Pennsylvania, United States', 'Ashburn, Virginia, United States']",['FULL_TIME'],https://careers.caci.com/global/en/job/CACIGLOBAL301337EXTERNALENGLOBAL/Cyber-Security-ISSM-SME,phenompeople
815689710,"Cyber Security Engineer, Principal",Manta Technologies Inc.,2024-09-04T00:00:00+00:00,['United States'],['FULL_TIME'],https://mantech.wd1.myworkdayjobs.com/External/job/USA-VA-Chantilly/Cyber-Security-Engineer--Principal_R54831,workday
812904873,Cyber Security Analyst,Clarivate,2024-09-04T00:00:00+00:00,['United States'],['FULL_TIME'],https://clarivate.wd3.myworkdayjobs.com/Clarivate_Careers/job/USA---Philadelphia-PA/Cyber-Security-Analyst_JREQ129083-1,workday
830524582,Cyber Security ISSM SME,CACI,2024-09-04T00:00:00+00:00,"['Pittsburgh, Pennsylvania, United States', 'Ashburn, Virginia, United States']",['FULL_TIME'],https://careers.caci.com/global/en/job/301337/Cyber-Security-ISSM-SME,phenompeople
815689701,"Cyber Security Engineer, Senior",Manta Technologies Inc.,2024-09-04T00:00:00+00:00,['United States'],['FULL_TIME'],https://mantech.wd1.myworkdayjobs.com/External/job/USA-VA-Chantilly/Cyber-Security-Engineer--Senior_R54856,workday
811747055,Cyber Security ISSM SME,CACI International Inc,2024-09-04T00:00:00+00:00,['United States'],['FULL_TIME'],https://caci.wd1.myworkdayjobs.com/External/job/US-PA-Pittsburgh/Cyber-Security-ISSM-SME_301337-1,workday
814831271,Cyber Security Analyst,Booz Allen Hamilton,2024-09-04T00:00:00+00:00,['United States'],['FULL_TIME'],https://bah.wd1.myworkdayjobs.com/BAH_Jobs/job/McLean-VA/Cyber-Security-Analyst_R0204955,workday
814775954,Cyber Security Operations Lead,Ball,2024-09-04T00:00:00+00:00,"['Westminster, Colorado, United States']",,https://jobs.ball.com/corp_packaging/job/Westminster-Cyber-Security-Operations-Lead-CO-80021/1209706400/,successfactors
807818975,"Senior Cyber Security Engineer (SOC, GRC, CISM/CISSP)",TMS LLC,2024-09-03T13:57:48.138+00:00,"['Jersey City, New Jersey, United States']",['Contract'],https://jobs.smartrecruiters.com/TMSLLC/744000011277803-senior-cyber-security-engineer-soc-grc-cism-cissp-,smartrecruiters
807719246,Summer Associate (Cyber Security Analyst),Navy Federal Credit Union,2024-09-03T04:00:00+00:00,"['Vienna, Virginia, United States']",['Full time'],https://fa-etbx-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/job/20630,oraclecloud
810064327,Cyber Security Watch Officer Lead,Leidos,2024-09-03T00:00:00+00:00,['United States'],['FULL_TIME'],https://leidos.wd5.myworkdayjobs.com/External/job/Odenton-MD/Cyber-Security-Watch-Officer-Lead_R-00142934,workday
809771041,Federal Cyber Security Intern (Summer Internship 2025),Motorola Solutions,2024-09-03T00:00:00+00:00,"['Schaumburg, Illinois, United States']",['FULL_TIME'],https://motorolasolutions.wd5.myworkdayjobs.com/Careers/job/Schaumburg-IL/Federal-Cyber-Security-Intern--Summer-Internship-2025-_R49760,workday
821197532,IT Cyber Security Sr Engineer,MGM Resorts International,2024-09-03T00:00:00+00:00,"['Las Vegas, Nevada, United States']",['FULL_TIME'],https://careers.mgmresorts.com/global/en/job/254467/IT-Cyber-Security-Sr-Engineer,phenompeople
816259308,Cyber Security Analyst,RenaissanceRe,2024-09-03T00:00:00+00:00,"['Connecticut, United States']",['FULL_TIME'],https://renre.wd1.myworkdayjobs.com/RenaissanceRe_Careers/job/Connecticut/Cyber-Security-Analyst_JR1930,workday
812713771,Cyber Security Technical Examiner (GRC) – AVP,MUFG,2024-09-03T00:00:00+00:00,['United States'],['FULL_TIME'],https://mufgub.wd3.myworkdayjobs.com/MUFG-Careers/job/Tampa-FL/Cyber-Security-Technical-Examiner--GRC----AVP_10066811-WD,workday
812713742,Cyber Security Technical Advisor (GRC) – AVP,MUFG,2024-09-03T00:00:00+00:00,['United States'],['FULL_TIME'],https://mufgub.wd3.myworkdayjobs.com/MUFG-Careers/job/Tampa-FL/Cyber-Security-Technical-Advisor--GRC----AVP_10066819-WD,workday
809939000,Cyber Security Analyst/Incident Response - Tier 3,DXC Technology,2024-09-03T00:00:00+00:00,['United States'],['FULL_TIME'],https://dxctechnology.wd1.myworkdayjobs.com/DXCJobs/job/USA---DE---ANY-CITY/Cyber-Security-Analyst-Incident-Response----Tier-3_51516317,workday
812161733,"Director, Cyber Security Programs",Invenergy,2024-09-03T00:00:00+00:00,['United States'],['FULL_TIME'],https://invenergyllc.wd1.myworkdayjobs.com/invenergycareers/job/Chicago-IL/Director--Cyber-Security-Programs_R07621-1,workday
808801634,Senior Cyber Security Analyst,Intuitive Research and Technology Corporation,2024-09-03T00:00:00+00:00,"['Huntsville, Alabama, United States']",['FULL_TIME'],https://intuitive.wd1.myworkdayjobs.com/irtc_careers/job/Huntsville-AL/Senior-Cyber-Security-Analyst_2425-048,workday
812713745,"Cyber Security Governance, Risk, Compliance Manager – VP",MUFG,2024-09-03T00:00:00+00:00,['United States'],['FULL_TIME'],https://mufgub.wd3.myworkdayjobs.com/MUFG-Careers/job/Tampa-FL/Cyber-Security-Governance--Risk--Compliance-Manager---VP_10066902-WD,workday
808209912,"Director, Cyber Security Programs",Invenergy,2024-09-03T00:00:00+00:00,['United States'],['FULL_TIME'],https://invenergyllc.wd1.myworkdayjobs.com/invenergyllc/job/Chicago-IL/Director--Cyber-Security-Programs_R07621,workday
831163508,Technical Writer - T1 Cyber Security,CACI,2024-09-02T00:00:00+00:00,"['Pensacola, Florida, United States']",['FULL_TIME'],https://careers.caci.com/global/en/job/300837/Technical-Writer-T1-Cyber-Security,phenompeople
831163633,Business Systems Analyst - T1 Cyber Security,CACI,2024-09-02T00:00:00+00:00,"['Pensacola, Florida, United States']",['FULL_TIME'],https://careers.caci.com/global/en/job/300824/Business-Systems-Analyst-T1-Cyber-Security,phenompeople
794364355,Intermediate Cyber Security Engineer,Ingram Content Group,2024-08-30T18:58:24.28+00:00,"['La Vergne, Tennessee, United States']",['Full-time'],https://jobs.smartrecruiters.com/IngramContentGroup1/744000010453060-intermediate-cyber-security-engineer,smartrecruiters
816712855,Standard Cyber Security Engineer KR1547,"Global InfoTek, Inc.",2024-08-30T00:00:00+00:00,"['New Bedford, Massachusetts, United States']",['FULL_TIME'],https://global-infotek-inc.breezy.hr/p/632b2bce91ac-standard-cyber-security-engineer-kr1547,breezy
797184560,Senior Cyber Security Systems Engineer,Colonial Pipeline Company,2024-08-30T00:00:00+00:00,['United States'],['FULL_TIME'],https://colpipe.wd1.myworkdayjobs.com/Search/job/Alpharetta-GA/Senior-Cyber-Security-Systems-Engineer_R0001576,workday
821791257,Cyber Security Engineer KRS1547,"Global InfoTek, Inc.",2024-08-30T00:00:00+00:00,"['New Bedford, Massachusetts, United States']",['FULL_TIME'],https://global-infotek-inc.breezy.hr/p/632b2bce91ac-cyber-security-engineer-krs1547,breezy
797541561,Cyber Security Lead,Booz Allen Hamilton,2024-08-30T00:00:00+00:00,['United States'],['FULL_TIME'],https://bah.wd1.myworkdayjobs.com/BAH_Jobs/job/Fort-Detrick-MD/Cyber-Security-Lead_R0198470,workday
795698216,Cyber Security Assurance Technician (Junior),CACI International Inc,2024-08-30T00:00:00+00:00,['United States'],['FULL_TIME'],https://caci.wd1.myworkdayjobs.com/External/job/US-MD-Aberdeen-Proving-Ground/Cyber-Security-Assurance-Technician--Junior-_301305-1,workday
816705750,Principal Cyber Security Engineer KR1546,"Global InfoTek, Inc.",2024-08-30T00:00:00+00:00,"['New Bedford, Massachusetts, United States']",['FULL_TIME'],https://global-infotek-inc.breezy.hr/p/b37a4689975c-principal-cyber-security-engineer-kr1546,breezy
795918524,Sr. Cyber Security Forensics Analyst,Q2,2024-08-30T00:00:00+00:00,['United States'],['FULL_TIME'],https://q2ebanking.wd5.myworkdayjobs.com/Q2/job/Austin-TX/Sr-Cyber-Security-Forensics-Analyst_REQ-10613,workday
836805531,Cyber Security Manager - Federal Division (Job number: 1078),Johnson Controls Federal Systems,2024-08-30T00:00:00+00:00,"['Huntsville, Alabama, United States']",['OTHER'],https://jcifederal.bamboohr.com/careers/1078,bamboohr
791536065,Lead Cyber Security Engineer,MGM Resorts International,2024-08-29T00:00:00+00:00,"['Nevada, United States']",['FULL_TIME'],https://careers.mgmresorts.com/global/en/job/254487/Lead-Cyber-Security-Engineer,phenompeople
792302503,Cyber Security Engineer/ Information Systems Security Officer (ISSO),Parsons Corporation,2024-08-29T00:00:00+00:00,['United States'],['FULL_TIME'],https://parsons.wd5.myworkdayjobs.com/Search/job/US---AL-Huntsville/Cyber-Security-Engineer--Information-Systems-Security-Officer--ISSO-_R158035,workday
790694057,Tier 3 Cyber Security Systems Analyst,Northrop Grumman,2024-08-29T00:00:00+00:00,['United States'],['FULL_TIME'],https://ngc.wd1.myworkdayjobs.com/Northrop_Grumman_External_Site/job/United-States-Virginia-Suffolk/Tier-3-Cyber-Security-Systems-Analyst_R10169623-1,workday
789965199,Summer 2025 Cyber Security Intern,Greif,2024-08-29T00:00:00+00:00,['United States'],['FULL_TIME'],https://greif.wd5.myworkdayjobs.com/Greif/job/Delaware-OH-Greif-Pkwy/Summer-2025-Cybersecurity-Summer-Intern_028084,workday
791824175,IT Cyber Security Sr Engineer,MGM Resorts International,2024-08-29T00:00:00+00:00,['United States'],['FULL_TIME'],https://mgmresorts.wd5.myworkdayjobs.com/MGMCareers/job/Corporate-Office---US-Las-Vegas-NV-6770-Edmond-St/IT-Cyber-Security-Sr-Engineer_254467,workday
792478766,Cyber Security Operations Centers Analyst- Tier 2,athenahealth,2024-08-29T00:00:00+00:00,"['Boston, Massachusetts, United States']",['FULL_TIME'],https://athenahealth.wd1.myworkdayjobs.com/External/job/Boston-MA/Cyber-Security-Operations-Centers-Analyst--Tier-2_R11108,workday
790058754,"Cyber Security Analyst, Senior",Manta Technologies Inc.,2024-08-29T00:00:00+00:00,['United States'],['FULL_TIME'],https://mantech.wd1.myworkdayjobs.com/External/job/USA-CA-Los-Angeles/Cyber-Security-Analyst--Senior_R54746,workday
791824177,Lead Cyber Security Engineer,MGM Resorts International,2024-08-29T00:00:00+00:00,['United States'],['FULL_TIME'],https://mgmresorts.wd5.myworkdayjobs.com/MGMCareers/job/Home-Office---US-NV/Lead-Cyber-Security-Engineer_254487,workday
792302211,Cyber Security Specialist,Parsons Corporation,2024-08-29T00:00:00+00:00,['United States'],['FULL_TIME'],https://parsons.wd5.myworkdayjobs.com/Search/job/US---CA-San-Diego/Cyber-Security-Specialist_R158021,workday
791613847,"Comcast Cybersecurity: Engineer 4, Cyber Security Engineering - Identity and Access Management",Comcast,2024-08-29T00:00:00+00:00,['United States'],['FULL_TIME'],https://comcast.wd5.myworkdayjobs.com/Comcast_Careers/job/NJ---Mount-Laurel-1800-Bishops-Gate/Comcast-Cybersecurity--Engineer-4--Cyber-Security-Engineering---Identity-and-Access-Management_R385883,workday
